,F65,F64,F34,F69,F68,F102,F103,F105,F108,F94,F95,F109,F23,F22,F111,F116,F117,F118,F120,F110,F121,F123,F114,F115,F61,F41,F40,F42,F45,F46,F127,F35,F131,F38,F37,F134,F39,F136,F146,F7,F12,F13,F18,F1,F5,F11,category,1
682,-0.6527771,-0.43364683,0.1311867,-0.38570926,0.1347045,-0.9092888,-0.7983618,-0.3976418,0.024615882,-0.8233966,-0.46363667,-0.6646403,0.44771042,0.9631263,-0.82339656,-0.80678064,-0.8319236,-0.43900594,1.7533792,-0.8319236,-0.24871136,1.7533792,-0.29658964,-0.6877364,-0.66438913,4.63342,5.0788436,3.2894762,4.7179813,2.307746,-0.5781517,0.06528795,5.0480776,-0.05023596,-0.17184673,-0.8223796,0.13899726,-0.14703263,-0.6346891,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,2.8122708716168056e-06
683,-0.5306198,-0.43364683,0.72612,-0.20470393,0.1347045,-0.535087,-0.63263786,-1.853508,0.024615882,-0.8233966,-0.8697766,-1.3295113,0.8951104,0.9631263,-0.82339656,1.8314286,2.8453827,-0.43900594,0.5683801,2.8453827,2.5601852,0.5683801,-0.29658964,2.4259,-0.6306624,4.63342,-0.4870455,3.2894762,4.7179813,2.307746,-0.5706758,-0.20393133,0.015130567,-0.2588163,-0.17184673,-0.8223796,-0.14385693,-0.14703263,-0.6346891,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999913671346736
684,-0.48990074,-0.43364683,0.1311867,-0.38570926,0.1347045,-0.8019596,-0.79431975,-0.3976418,0.024615882,-0.8233966,-0.8697766,1.4038471,0.00031047114,-0.6413419,-0.82339656,-0.80678064,-0.407619,-0.043326043,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.29658964,-0.6877364,-0.5463455,4.63342,0.44174185,3.2894762,4.7179813,2.307746,-0.5681838,0.05712979,-0.43208733,-0.031274114,-0.17184673,-0.8223796,0.09614056,-0.14703263,-0.6346891,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,4.291573934568312e-05
685,0.22268341,-0.43364683,0.1311867,-0.26503903,0.1347045,0.06247568,-0.43457752,-1.9207019,0.024615882,-0.8233966,-0.46363667,-1.4403232,-2.2366893,-0.6413419,-0.82339656,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.29658964,-0.06500918,-0.20907785,4.63342,1.4250174,3.2894762,4.7179813,2.307746,0.0049736192,7.081305,0.7299556,7.4080906,1.7383049,-0.8223796,5.5046554,-0.14703263,-0.6346891,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.004804915687652487
686,0.22268341,-0.43364683,1.9159868,0.09697163,0.1347045,0.06247568,-0.43457752,-2.0550895,0.024615882,-0.8233966,-0.46363667,-1.292574,-1.7892894,-0.6413419,-0.82339656,-0.80678064,-0.09646228,0.13693362,-0.27031335,-0.09646234,-0.76613957,-0.27031335,-0.29658964,-0.06500918,0.48232085,4.63342,1.4250174,3.2894762,4.7179813,2.307746,0.0049736192,7.081305,0.7299556,7.4080906,1.7383049,-0.8223796,5.5046554,-0.14703263,-0.6346891,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.006551794512459548
687,0.22268341,-0.43364683,0.27992004,0.57965255,0.1347045,0.06247568,-0.43457752,0.014480301,0.024615882,-0.8233966,-0.46363667,-1.1817622,-0.4470895,-0.6413419,-0.82339656,1.8314286,-0.3722603,-0.26120204,-0.25211012,-0.37226027,-0.13783385,-0.25211012,-0.29658964,-0.06500918,0.90390533,4.63342,1.4250174,3.2894762,4.7179813,2.307746,0.0049736192,7.081305,0.7299556,7.4080906,1.7383049,-0.8223796,5.5046554,-0.14703263,-0.6346891,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9832505795271971
688,-0.5102602,-0.67281824,0.1311867,-0.38570926,-0.97155064,-0.7700509,-0.107171744,-0.2312571,0.024615882,-1.0964097,-0.6667066,-1.3295113,0.8951104,0.9631263,-1.0964097,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5332959,-0.20393133,0.0035587621,-0.2588163,-0.17184673,-0.7655709,-0.14385693,-0.72826797,1.5744432,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.3200622514524621e-05
689,-0.5102602,-0.67281824,0.1311867,-0.38570926,-0.97155064,-0.7700509,-0.107171744,0.26789698,0.024615882,-1.0964097,-0.6667066,-1.3295113,0.8951104,0.9631263,-1.0964097,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5332959,-0.20393133,0.0035587621,-0.2588163,-0.17184673,-0.7655709,-0.14385693,-0.72826797,1.5744432,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.0756622261294433e-05
690,-0.5102602,-0.67281824,0.1311867,-0.38570926,-0.97155064,-0.7700509,-0.107171744,0.3788201,0.024615882,-1.0964097,-0.6667066,0.48041534,0.00031047114,-0.6413419,-1.0964097,-0.80678064,-0.41562474,-0.04983627,-0.88383424,-0.4156247,-0.58134377,-0.88383424,-0.9299314,-0.6877364,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5332959,-0.20393133,0.0035587621,-0.2588163,-0.17184673,-0.7655709,-0.14385693,-0.72826797,1.5744432,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,4.44104931220958e-05
691,-0.5713389,-0.67281824,0.1311867,-0.38570926,-0.97155064,-0.8280667,-0.7983618,0.06823536,0.024615882,-1.0964097,-0.8697766,0.48041534,0.00031047114,-0.6413419,-1.0964097,-0.80678064,-0.41562474,-0.04983627,-0.88383424,-0.4156247,-0.58134377,-0.88383424,-0.9299314,-0.6877364,-0.5126187,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-1.0005339,-0.2588163,-0.17184673,-0.7655709,-0.14385693,-0.72826797,1.5744432,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,5.483967703179592e-05
692,-0.44918165,-0.67281824,0.1311867,-0.38570926,-0.97155064,-0.7308903,-0.39415705,-0.3976418,0.024615882,-1.0964097,-0.76824164,-1.3295113,0.8951104,0.9631263,-1.0964097,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.37771162,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5582158,-0.20393133,-0.9641683,-0.2588163,-0.17184673,-0.7655709,-0.14385693,-0.72826797,1.5744432,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.6246711717635957e-05
693,-0.44918165,-0.67281824,0.1311867,-0.38570926,-0.97155064,-0.7308903,-0.39415705,0.18470454,0.024615882,-1.0964097,-0.76824164,-1.3295113,0.8951104,0.9631263,-1.0964097,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.37771162,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5582158,-0.20393133,-0.9641683,-0.2588163,-0.17184673,-0.7655709,-0.14385693,-0.72826797,1.5744432,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.2794623326672606e-05
694,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
695,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
696,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
697,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
698,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
699,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
700,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
701,-0.40846255,-0.4576325,-1.0586799,-0.38570926,-0.6885551,-0.5118807,-0.76198334,0.7670511,0.024615882,-0.85752326,-0.1590316,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,2.4259,-0.36084825,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.41118845,-0.20393133,0.42332867,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999958453776624
702,-0.4288221,-0.4576325,0.72612,0.39864722,-0.6885551,-0.21309932,-0.46691388,-2.2278736,0.024615882,-0.85752326,-0.56517166,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,0.86908174,0.07759965,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3389208,-0.20393133,0.8934887,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999466557746192
703,-0.4288221,-0.4576325,0.72612,0.39864722,-0.6885551,-0.21309932,-0.46691388,0.26789698,0.024615882,-0.85752326,-0.56517166,-0.73851484,0.8951104,0.9631263,-0.85752314,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.4803708,0.86908174,0.07759965,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3389208,-0.20393133,0.8934887,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9998515282240676
704,-0.4288221,-0.4576325,1.3210534,0.036636516,-0.6885551,-0.21309932,-0.46691388,-0.7992601,0.024615882,-0.85752326,-0.56517166,-1.4033859,-1.7892894,-0.6413419,-0.85752314,-0.80678064,-0.8319236,-0.43900594,1.7533792,-0.8319236,-0.24871136,1.7533792,2.4803708,0.86908174,0.07759965,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3389208,-0.20393133,0.8934887,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,7.585684388411012e-05
705,-0.4288221,-0.4576325,0.72612,0.09697163,-0.6885551,-0.21309932,-0.46691388,0.48374736,0.024615882,-0.85752326,-0.56517166,-1.4033859,-0.89448947,-0.6413419,-0.85752314,-0.80678064,1.0067296,-0.079043716,1.7533792,1.0067296,-0.24871136,1.7533792,2.4803708,0.86908174,-0.22594123,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3389208,-0.20393133,0.8934887,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0016629966609270539
706,-0.612058,-0.4576325,-1.0586799,0.39864722,-0.6885551,-0.5756981,-0.70135266,0.7670511,0.024615882,-0.85752326,-0.8697766,1.514659,0.8951104,0.9631263,-0.85752314,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,2.4803708,-0.6877364,-0.24280462,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5407719,-0.20393133,-0.08933414,-0.2588163,-0.17184673,-0.8520189,-0.14385693,-0.47366259,1.1009469,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00030081393656464553
707,-0.69349617,3.0888207,1.3210534,-0.32537416,0.4948806,-0.89478487,-0.78623563,-1.4564536,0.024615882,1.8043536,-0.8697766,-0.73851484,0.8951104,0.9631263,1.8043535,-0.80678064,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,-0.54018265,-0.6877364,-0.5126187,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.5706758,-0.20393133,-1.3782161,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.024707987363338502
708,-0.59169847,3.0888207,1.9159868,1.0019984,0.4948806,-0.6975312,-0.7377311,-2.1735103,0.024615882,1.8043536,-0.6667066,-1.4033859,-0.4470895,-0.6413419,1.8043535,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.54018265,-0.6877364,-0.59693563,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.523328,-0.20393133,0.45828432,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,5.250991425654794e-06
709,-0.69349617,3.0888207,1.3210534,-0.32537416,0.4948806,-0.89478487,-0.78623563,-1.4564536,0.024615882,1.8043536,-0.8697766,0.5173526,0.00031047114,-0.6413419,1.8043535,-0.80678064,2.5048914,-0.17437322,0.5683801,2.5048914,2.5601852,0.5683801,-0.54018265,-0.6877364,-0.5126187,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.5706758,-0.20393133,-1.4165804,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.046143760732116255
710,-0.71385574,3.0888207,1.0235866,0.94166327,0.4948806,-0.858525,-0.78623563,-1.8994827,-0.8849096,1.8043536,-0.76824164,-0.73851484,0.8951104,0.9631263,1.8043535,-0.80678064,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,-0.54018265,-0.6877364,-0.4788919,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.55572385,-0.20393133,-0.91995156,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,3.4471273,-0.075915545,0,0.013644769426351693
711,-0.71385574,3.0888207,0.72612,0.277977,0.4948806,-0.858525,-0.78623563,-0.15244338,0.024615882,1.8043536,-0.76824164,-0.73851484,0.8951104,0.9631263,1.8043535,-0.80678064,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,-0.54018265,-0.6877364,-0.4788919,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.55572385,-0.20393133,-0.91995156,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,3.4471273,-0.075915545,0,0.0060516208510486055
712,-0.5306198,3.0888207,-1.0586799,0.7003228,0.4948806,-0.5336366,-0.67305833,0.7670511,-0.8849096,1.8043536,-0.76824164,-0.81238943,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.6276288,-0.35371023,-0.25211012,-0.6276288,-0.13783385,-0.25211012,-0.54018265,-0.6877364,0.09446303,-0.3766734,1.9164068,-0.29535437,-0.36536518,-0.6798116,-0.4211564,-0.13050789,0.38128874,-0.17032765,-0.17184673,0.3017973,-0.109571576,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,3.4471273,-0.075915545,0,4.103093679825838e-05
713,-0.5306198,3.0888207,0.72612,-0.14436881,0.4948806,-0.5336366,-0.67305833,-2.028212,0.024615882,1.8043536,-0.76824164,0.59122705,0.8951104,0.9631263,1.8043535,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.54018265,-0.6877364,0.09446303,-0.3766734,1.9164068,-0.29535437,-0.36536518,-0.6798116,-0.4211564,-0.13050789,0.38128874,-0.17032765,-0.17184673,0.3017973,-0.109571576,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0003464276311062676
714,2.5640316,3.0888207,1.3210534,0.39864722,0.4948806,3.1083047,-0.13950813,-0.5358257,0.024615882,1.8043536,3.3946939,0.9236627,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,-0.6877364,-0.19221446,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,1.3755673,-0.20393133,1.5814211,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,1.553669960726338e-05
715,2.5640316,3.0888207,1.7672534,1.2433388,0.4948806,3.1083047,-0.13950813,-0.48409605,0.024615882,1.8043536,3.3946939,0.9236627,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,-0.6877364,-0.19221446,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,1.3755673,-0.20393133,1.5814211,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,9.359576439506227e-06
716,2.5640316,3.0888207,-0.31501326,-0.14436881,0.4948806,3.1083047,-0.13950813,-0.64291245,0.024615882,1.8043536,3.3946939,0.9236627,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,-0.6877364,-0.19221446,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,1.3755673,-0.20393133,1.5814211,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,3.4471273,-0.075915545,0,1.6698902473016763e-05
785,-0.04199069,3.0888207,-0.61248,-0.38570926,0.4948806,-0.42630735,-0.67305833,0.18470454,0.024615882,1.8043536,1.1609235,0.9236627,0.44771042,0.9631263,1.8043535,1.1119171,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,0.4984108,-0.5126187,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.57316774,-0.20393133,-1.4836913,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,-0.25154018,-0.075915545,1,0.7604339681939062
786,-0.04199069,3.0888207,-0.61248,-0.38570926,0.4948806,-0.42630735,-0.67305833,0.18470454,0.024615882,1.8043536,1.1609235,0.9236627,0.44771042,0.9631263,1.8043535,1.1119171,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,0.4984108,-0.5126187,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.57316774,-0.20393133,-1.4836913,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.4420245343648983
787,-0.04199069,3.0888207,-0.61248,-0.38570926,0.4948806,-0.42630735,-0.67305833,0.18470454,0.024615882,1.8043536,1.1609235,0.9236627,0.44771042,0.9631263,1.8043535,1.1119171,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,0.4984108,-0.5126187,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.57316774,-0.20393133,-1.4836913,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.4420245343648983
788,-0.04199069,3.0888207,-0.61248,-0.38570926,0.4948806,-0.42630735,-0.67305833,0.18470454,0.024615882,1.8043536,1.1609235,0.9236627,0.44771042,0.9631263,1.8043535,1.1119171,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,0.4984108,-0.5126187,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,-0.57316774,-0.20393133,-1.4836913,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,-0.25154018,-0.075915545,1,0.7604339681939062
717,2.5640316,3.0888207,-0.31501326,0.09697163,0.4948806,3.1083047,-0.13950813,-0.5316894,0.024615882,1.8043536,3.3946939,0.9236627,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,-0.6877364,-0.19221446,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,1.3755673,-0.20393133,1.5814211,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,5.676985,-0.25154018,-0.075915545,0,0.0005855910035787792
718,2.5640316,3.0888207,3.5520535,0.277977,0.4948806,3.1083047,-0.13950813,-0.53341943,0.024615882,1.8043536,3.3946939,0.9236627,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,-0.6877364,-0.19221446,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,1.3755673,-0.20393133,1.5814211,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,2.3825033768072028e-05
719,2.5640316,3.0888207,1.17232,3.0533922,0.4948806,3.1083047,-0.13950813,-0.7935362,0.024615882,1.8043536,3.3946939,0.9236627,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,-0.6877364,-0.19221446,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,1.3755673,-0.20393133,1.5814211,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,3.972891773968608e-05
720,2.5640316,3.0888207,-0.017546622,0.57965255,0.4948806,3.1083047,-0.13950813,-0.7227535,0.024615882,1.8043536,3.3946939,0.9236627,-0.89448947,-0.6413419,1.8043535,-0.80678064,-0.37933204,-0.28360453,1.7533792,-0.37933204,-0.24871136,1.7533792,-0.54018265,-0.6877364,-0.19221446,-0.3766734,-0.4870455,-0.29535437,-0.36536518,-0.6798116,1.3755673,-0.20393133,1.5814211,-0.2588163,-0.17184673,0.3017973,-0.14385693,0.2943031,0.17724076,-0.18578252,-0.07990816,-0.08478924,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,0.00015302085008610656
